"ID","Sexe","condition","birthdate","parent","prop.lg","prop.lg.mat","prop.lg.pat","prop.ad.nid","epm1.ordre","epm1.n.essais","epm1.essai2","epm1.feces","epm1.poids","epm1.date","of1.ordre","of1.feces","of1.date","dlb1.ordre","dlb1.feces","epm2.ordre","epm2.feces","epm2.date","pm2.poids","of2.ordre","of2.feces","dlb2.ordre","dlb2.feces","X","session","pup","back_out","noze_out","tail1_out","tail2_out","dist_cm_back","lat_nose","lat_eye","lat_back","lat_tail1","lat_tail2","nb_out_nose","nb_out_eyeR","nb_out_eyeL","nb_out_back","duree_central","entrees_central","dist_cm_back_central","duree_cote_porte","dist_cm_back_cote_porte","duree_cote_opp_porte","dist_cm_back_cote_opp_porte","nb_rear","video"
"M0_7","f","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"3",1,"na",3,8.62,"03/08/22",1,11,"04/08/22",1,1,"6","5","26/08/22","8.7",5,"6",7,0,55,"2",7,46.6,69.52,44.4,44.04,387.974588651542,5.16,5.92,6.44,6.76,6.92,16,11,13,5,1.56,5,64.2032299168954,33.28,112.96688626266,14.84,107.390142362958,10,"DLB_2_M0_7"
"M0_3","f","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"7",1,"na",1,8.95,"03/08/22",7,0,"04/08/22",6,1,"5","2","26/08/22","9.17",7,"8",5,0,270,"2",3,52,102.48,38.68,36.8,322.954023798001,3.64,3.8,8.32,9,9.04,22,10,12,10,0.56,4,29.7897784998951,43.48,147.132943087491,10.24,43.9054137679965,17,"DLB_2_M0_3"
"M0_3","f","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"7",1,"na",1,8.95,"03/08/22",7,0,"04/08/22",6,1,"5","2","26/08/22","9.17",7,"8",5,0,115,"1",3,112.88,138.96,105.68,103.2,703.995700552862,11.56,11.72,12.12,12.68,12.76,19,11,11,9,4.24,7,71.245180765245,67.12,256.796290992832,32.8,189.430477543351,29,"DLB_1_M0_3"
"M0_4","m","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"5",1,"na",0,8.06,"03/08/22",4,3,"04/08/22",7,1,"2","0","26/08/22","8.8",1,"7",3,1,116,"1",4,134.96,153.32,126.92,109.04,833.917359972366,12.04,12.12,12.48,12.72,12.8,25,14,15,14,2.64,8,66.9060013054099,105.04,375.619541574582,28.44,170.46516149878,43,"DLB_1_M0_4"
"M0_6","f","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"4",1,"na",NA,7.86,"03/08/22",5,2,"04/08/22",3,1,"04/08/25","XX","26/08/22","8.16",6,"7",4,1,271,"2",6,68.72,101.24,62.24,61.92,474.805502914449,6.88,7.08,9.28,10.52,10.6,14,8,7,7,2.04,5,78.3603969401808,39.88,186.109842962625,22.92,94.735727353882,8,"DLB_2_M0_6"
"M0_6","f","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"4",1,"na",NA,7.86,"03/08/22",5,2,"04/08/22",3,1,"04/08/25","XX","26/08/22","8.16",6,"7",4,1,41,"1",6,36.96,99.92,32.04,31.64,292.330718440598,12.08,12.2,12.44,12.64,12.88,28,17,17,11,1.92,4,44.2279799576718,42.56,143.174060954474,4.6,39.2400264627749,6,"DLB_1_M0_6"
"M0_1","m","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"2",1,"na",1,9,"03/08/22",2,9,"04/08/22",5,1,"3","1","26/08/22","9.16",2,"6",2,2,112,"1",1,118.92,121.72,118.68,117.56,732.309233335729,5.8,5.96,6.52,7.04,7.12,24,16,14,9,9.16,10,118.306015345027,68.52,232.086745655195,32.08,172.202375592255,12,"DLB_1_M0_1"
"M0_1","m","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"2",1,"na",1,9,"03/08/22",2,9,"04/08/22",5,1,"3","1","26/08/22","9.16",2,"6",2,2,273,"2",1,75.4,120.2,63.88,58.6,393.39161451046,0.92,1,5.68,6.72,7.28,18,10,11,11,4.84,6,97.8725803889643,62,147.648493782364,16.08,72.5434513837295,24,"DLB_2_M0_1"
"M0_2","f","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"1",1,"na",3,9.69,"03/08/22",6,9,"04/08/22",4,5,"7","0","26/08/22","9.95",4,"8",6,4,122,"1",2,98.16,100.92,97.56,96.64,619.276249667412,6.72,6.84,7.24,7.72,7.76,24,12,14,7,6.84,8,95.7294565370046,42.28,206.128703643261,24.76,127.326748185432,7,"DLB_1_M0_2"
"M0_2","f","M","29/06/22","M0",0.078125,0.078125,0,0.682291667,"1",1,"na",3,9.69,"03/08/22",6,9,"04/08/22",4,5,"7","0","26/08/22","9.95",4,"8",6,4,279,"2",2,134.28,141.08,123.96,119.92,695.494435566701,11.48,11.64,12.48,13.24,13.32,14,7,8,6,5.04,7,110.558965562267,90.64,311.74522762466,31.92,126.997517748819,23,"DLB_2_M0_2"
"M1_6","f","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"6",1,"na",0,9.14,"03/08/22",4,2,"04/08/22",6,1,"1","2","26/08/22","10.94",4,"6",4,2,289,"2",6,60.88,88.84,58.84,58.64,219.623193209891,9.84,10.04,26.16,27.12,27.16,14,6,10,5,1.16,2,26.6021429602448,33,87.449807548501,29.36,43.9114078592237,4,"DLB_2_M1_6"
"M1_3","f","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"3",1,"na",0,10.83,"03/08/22",1,4,"04/08/22",2,0,"2","0","26/08/22","11.58",5,"6",6,2,283,"2",3,188.32,171.68,182.84,162.12,734.149696193958,16.88,17.04,17.76,18.12,18.16,18,11,11,6,2.4,6,49.5161847997737,125.6,347.717932890378,52.12,189.393424616397,33,"DLB_2_M1_3"
"M1_5","f","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"5",1,"na",2,11.32,"03/08/22",5,4,"04/08/22",5,1,"3","0","26/08/22","11.84",6,"6",5,1,141,"1",5,226.92,197.16,225.28,223.28,985.838115189748,4.76,4.92,5.28,5.6,5.72,17,9,9,6,12.56,16,213.180966610868,78.28,240.589176810873,84.44,253.477518647256,32,"DLB_1_M1_5"
"M1_6","f","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"6",1,"na",0,9.14,"03/08/22",4,2,"04/08/22",6,1,"1","2","26/08/22","10.94",4,"6",4,2,136,"1",6,51.04,85,45.48,44.68,370.069930069023,9.52,10.16,10.68,17.92,17.96,19,13,15,5,2.64,5,43.3123628680645,27.64,119.890509474544,11.44,85.7199893632536,3,"DLB_1_M1_6"
"M1_3","f","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"3",1,"na",0,10.83,"03/08/22",1,4,"04/08/22",2,0,"2","0","26/08/22","11.58",5,"6",6,2,123,"1",3,97.2,105.92,95.12,95.24,494.432554931988,0.48,0.8,1.44,16.36,16.4,17,10,10,6,3.2,8,74.6995918709015,43.8,166.251245397036,45.44,109.413350694734,13,"DLB_1_M1_3"
"M1_1","m","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"2",1,"na",1,12.06,"03/08/22",3,3,"04/08/22",1,5,"6","0","26/08/22","15.74",1,"4",3,2,56,"2",1,117.2,121.88,113.76,113.56,624.008809475909,3.16,3.24,3.6,4.12,4.16,21,12,12,8,2.28,5,82.9880092816814,88.92,307.191252366668,21.64,114.757772845497,7,"DLB_2_M1_1"
"M1_4","m","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"1",1,"na",1,12.57,"03/08/22",6,3,"04/08/22",3,1,"4","1","26/08/22","14.46",2,"7",1,2,35,"1",4,131.96,147.28,124,125.36,701.036763673346,10.96,12.64,13,13.64,14.2,18,11,12,10,3.16,6,73.4141472767379,91.36,275.308847050019,28.96,154.689009157767,6,"DLB_1_M1_4"
"M1_5","f","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"5",1,"na",2,11.32,"03/08/22",5,4,"04/08/22",5,1,"3","0","26/08/22","11.84",6,"6",5,1,288,"2",5,16.24,72.88,12.16,11.2,102.682843576071,7.64,8.08,9.52,12.6,13.52,15,4,6,2,1.08,2,22.2039983690772,18.28,48.9145764260443,3.48,6.64487337659474,1,"DLB_2_M1_5"
"M1_2","m","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"4",1,"na",0,11.26,"03/08/22",2,3,"04/08/22",4,3,"05/07/25","1","26/08/22","10.11",3,"5",2,0,133,"1",2,76.92,102.76,66.56,66.76,516.985346192082,10.72,10.96,15.04,16.12,16.16,20,12,11,8,2.32,7,48.6076046752773,55.08,199.932148057968,22.44,138.846337215898,9,"DLB_1_M1_2"
"M1_1","m","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"2",1,"na",1,12.06,"03/08/22",3,3,"04/08/22",1,5,"6","0","26/08/22","15.74",1,"4",3,2,132,"1",1,147.76,156.8,139.56,139.92,756.865025672684,0.04,0.08,0.36,3.36,3.44,29,16,16,7,9.6,13,150.565395611575,76.28,276.16590415818,49.8,163.332711500282,20,"DLB_1_M1_1"
"M1_2","m","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"4",1,"na",0,11.26,"03/08/22",2,3,"04/08/22",4,3,"05/07/25","1","26/08/22","10.11",3,"5",2,0,286,"2",2,84.72,106.68,69.6,67.28,482.275724450158,19.68,21.12,21.76,23.44,23.52,12,9,12,7,5.16,7,106.863271640435,55.16,197.325133318735,29.84,101.194288406749,11,"DLB_2_M1_2"
"M1_4","m","M","29/06/22","M1",0.0625,0.0625,0,0.604166667,"1",1,"na",1,12.57,"03/08/22",6,3,"04/08/22",3,1,"4","1","26/08/22","14.46",2,"7",1,2,287,"2",4,48.48,81.56,40.72,37.88,299.849619480663,18.56,19.12,19.8,20.84,21.56,17,10,13,8,5.4,5,31.3643013315913,37,115.583161303124,10.56,60.9152751841997,4,"DLB_2_M1_4"
"M10_1","f","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"2",1,"na",6,6.93,"30/07/22",2,3,"31/07/22",1,3,"7","1","23/08/22","9.3",6,"4",3,1,308,"2",1,83.04,100.16,79.52,78.64,468.255002809632,14.88,16.96,17.36,18.32,18.36,13,12,10,5,12.08,8,103.569331354823,26.48,123.850602308885,32.16,110.276351297787,6,"DLB_2_M10_1"
"M10_5","m","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"4",1,"na",1,7.91,"30/07/22",1,7,"31/07/22",4,1,"2","3","23/08/22","9.45",4,"6",4,4,61,"2",5,81.4,96.24,78.4,77.44,436.216240938072,2.64,2.88,4.6,5.48,5.52,15,11,10,7,2.92,3,43.4217771626763,52.28,181.36939419651,17.6,76.7621998803069,5,"DLB_2_M10_5"
"M10_6","m","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"1",1,"na",0,8.03,"30/07/22",7,1,"31/07/22",3,2,"1","0","23/08/22","8.95",1,"4",7,5,321,"2",6,53.32,82.08,49.96,48.96,275.030681032436,2.88,6.64,9.84,10.32,10.36,14,7,6,5,0.52,1,17.0794818384739,36.28,120.792505324529,18.76,76.730554701585,5,"DLB_2_M10_6"
"M10_6","m","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"1",1,"na",0,8.03,"30/07/22",7,1,"31/07/22",3,2,"1","0","23/08/22","8.95",1,"4",7,5,184,"1",6,193.68,188.68,189.16,184.24,1007.35578666729,15.8,17.56,18.04,18.28,18.32,17,11,10,5,8.08,10,153.692128795618,118.92,315.880987082461,45.32,261.125607096726,41,"DLB_1_M10_6"
"M10_2","f","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"05/10/25",1,"na",NA,6.76,"30/07/22",3,7,"31/07/22",7,0,"6","0","23/08/22","8.38",7,"2",1,0,309,"2",2,12.6,44.52,8.28,8.28,117.474499485893,8.12,11.16,12.36,13.88,15.72,10,6,5,2,0,0,0,12.44,78.6724870104119,0.24,0.0341675542038503,0,"DLB_2_M10_2"
"M10_3","f","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"03/09/25",1,"na",NA,8.87,"30/07/22",6,4,"31/07/22",2,0,"5","0","23/08/22","9.45",5,"7",2,3,171,"1",3,188.56,190.16,184.04,185.4,1075.26001608408,8.8,8.88,9.32,12.16,12.2,33,22,23,9,22.96,9,152.286686806652,103.76,415.507305628483,39.12,209.096083929344,25,"DLB_1_M10_3"
"M10_4","m","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"06/11/25",1,"na",NA,7.17,"30/07/22",5,5,"31/07/22",6,0,"3","1","23/08/22","8.65",2,"5",5,5,311,"2",4,45.68,123.56,35.64,35.36,264.540101003677,12.72,12.88,23.52,126.16,126.2,18,10,9,7,0.72,2,34.0154399936382,37.16,115.527552015588,12,63.7381899978878,2,"DLB_2_M10_4"
"M10_1","f","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"2",1,"na",6,6.93,"30/07/22",2,3,"31/07/22",1,3,"7","1","23/08/22","9.3",6,"4",3,1,167,"1",1,157.32,180.12,156.2,155.48,822.427812443171,41,41.12,41.6,45.2,45.24,22,13,13,6,6.28,12,124.233577011682,106.16,315.347623228291,23.04,162.851036710453,18,"DLB_1_M10_1"
"M10_5","m","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"4",1,"na",1,7.91,"30/07/22",1,7,"31/07/22",4,1,"2","3","23/08/22","9.45",4,"6",4,4,42,"1",5,124.2,160.12,121.92,108.88,900.828085708714,5.28,5.36,6.6,7.16,8.2,28,18,19,13,4.76,9,99.1027582157376,94.12,405.36253276069,23.44,177.479811486839,32,"DLB_1_M10_5"
"M10_7","m","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"07/08/25",1,"na",NA,7.86,"30/07/22",4,4,"31/07/22",5,1,"4","1","23/08/22","9.09",3,"3",6,4,324,"2",7,38.36,57.2,31.08,27.48,169.694424729852,15.28,15.44,20.08,22.28,22.36,8,4,5,2,0.16,1,3.55376649378933,25.24,77.5119254619848,10.76,47.7498435735355,1,"DLB_2_M10_7"
"M10_7","m","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"07/08/25",1,"na",NA,7.86,"30/07/22",4,4,"31/07/22",5,1,"4","1","23/08/22","9.09",3,"3",6,4,176,"1",7,133.32,243.96,129.8,125,870.715715868086,1.48,47.08,49.76,50.96,51.04,17,11,10,7,5.36,7,114.257913098649,77.8,328.525069718547,39.4,194.395162907065,22,"DLB_1_M10_7"
"M10_3","f","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"03/09/25",1,"na",NA,8.87,"30/07/22",6,4,"31/07/22",2,0,"5","0","23/08/22","9.45",5,"7",2,3,310,"2",3,46.56,81.2,43.92,42.56,326.070177847268,16.76,17.08,18.16,20.56,20.6,16,12,10,4,0.96,3,35.8912572128098,34,110.098065292489,14.12,94.2603611731628,1,"DLB_2_M10_3"
"M10_2","f","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"05/10/25",1,"na",NA,6.76,"30/07/22",3,7,"31/07/22",7,0,"6","0","23/08/22","8.38",7,"2",1,0,170,"1",2,94.96,139.6,90.52,87.88,749.448002989384,26.08,30,32.44,32.72,32.76,24,14,14,11,6.84,8,135.969428652871,67.52,283.631224761657,20.44,166.518465353446,23,"DLB_1_M10_2"
"M10_4","m","M","24/06/22","M10",0.094240838,0.094240838,0,0.617801047,"06/11/25",1,"na",NA,7.17,"30/07/22",5,5,"31/07/22",6,0,"3","1","23/08/22","8.65",2,"5",5,5,168,"1",4,145.12,161.8,142.72,139.8,831.165022422221,2.4,3.16,4.96,5.32,5.6,21,14,13,8,11,9,147.242012407853,90.96,337.605093117217,36.12,189.372178569309,25,"DLB_1_M10_4"
"M2_5","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"5",1,"na",1,10.03,"25/03/22",1,4,"26/03/22",8,NA,"5","0","19/04/22","13.29",3,"6",4,0,128,"1",5,78.84,112.72,75,74.32,455.437202169804,7.16,7.2,7.6,8.92,8.96,12,7,6,7,4.52,4,68.7580622957246,46.44,125.404935371152,38.08,161.209185776636,8,"DLB_1_M2_5"
"M2_6","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"8",1,"na",0,8.46,"25/03/22",4,1,"26/03/22",7,2,"6","0","19/04/22","12.8",6,"1",8,0,144,"1",6,72.88,90.12,65.96,65.72,554.337451080654,0.32,0.4,0.76,1.04,1.28,15,10,10,12,7.08,9,143.405071742982,37.08,182.563624165866,25.76,120.88376448715,8,"DLB_1_M2_6"
"M2_7","f","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"1 puis 9",2,"na",NA,9.88,"25/03/22",5,2,"26/03/22",3,3,"8","//","19/04/22","11.32",8,"6",2,1,10,"1",7,26.48,57.36,25.2,25.12,104.313931378405,32.32,32.4,33.44,34.48,34.64,7,3,2,2,5.32,3,36.2519675337765,15.32,36.2737044625159,7.16,22.161256812319,2,"DLB_1_M2_7"
"M2_1","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"4",1,"na",1,9.41,"25/03/22",6,5,"26/03/22",5,0,"4","3","19/04/22","13.69",2,"4",5,0,134,"1",1,139.36,151.48,134.64,134.96,594.897089616535,6.48,6.56,6.96,8,8.12,20,9,7,6,3.88,8,63.3044753567419,62.8,233.042337230564,38.16,121.911533888981,14,"DLB_1_M2_1"
"M2_5","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"5",1,"na",1,10.03,"25/03/22",1,4,"26/03/22",8,NA,"5","0","19/04/22","13.29",3,"6",4,0,62,"2",5,84.92,92.64,72.52,71.72,477.21808445316,11.84,11.88,12.84,14.32,14.44,22,10,12,6,3.56,7,69.0548752220254,58.04,219.588802871333,13.84,83.3518161594824,19,"DLB_2_M2_5"
"M2_3","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"6",1,"na",NA,8.7,"25/03/22",2,3,"26/03/22",2,3,"2","2","19/04/22","11.78",4,"4",6,3,143,"1",3,66.32,102.04,63.92,63.12,298.634159754421,2.28,2.36,2.72,4.28,4.32,10,9,10,5,1.24,1,12.536490569903,51.16,146.493378951301,17.12,64.2232486040943,8,"DLB_1_M2_3"
"M2_4","f","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"7",1,"na",0,9.09,"25/03/22",8,1,"26/03/22",6,0,"7","0","19/04/22","12.19",7,"8",1,1,292,"2",4,121.68,122.36,110.64,108.92,516.729611312632,31.08,31.12,31.68,32.76,33,19,10,11,5,1.4,4,27.1901133996006,80.28,254.227116157123,32.48,127.280375996232,17,"DLB_2_M2_4"
"M2_4","f","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"7",1,"na",0,9.09,"25/03/22",8,1,"26/03/22",6,0,"7","0","19/04/22","12.19",7,"8",1,1,2,"1",4,152.44,140.4,149.2,149.12,600.699425050348,11.24,11.36,11.84,12.44,12.48,11,5,7,3,0.88,3,19.1649479596131,71.92,236.611845206724,66.88,188.631926525877,26,"DLB_1_M2_4"
"M2_2","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"2",1,"na",3,9.31,"25/03/22",7,1,"26/03/22",4,1,"1","2","19/04/22","12.56",1,"4",3,0,284,"2",2,90.16,108.64,78.24,74.88,513.120001129522,1.64,1.72,2.96,3.4,4.28,25,12,13,13,3.8,8,85.2433453960433,62.44,210.964183171491,18.44,103.972801535809,24,"DLB_2_M2_2"
"M2_6","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"8",1,"na",0,8.46,"25/03/22",4,1,"26/03/22",7,2,"6","0","19/04/22","12.8",6,"1",8,0,294,"2",6,148.96,157.52,144.44,140.08,921.089767649759,2,2.04,6.84,6.96,7.08,19,13,12,6,48.12,20,330.965997185784,38.24,180.191712935873,43.24,213.3342475867,20,"DLB_2_M2_6"
"M2_7","f","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"1 puis 9",2,"na",NA,9.88,"25/03/22",5,2,"26/03/22",3,3,"8","//","19/04/22","11.32",8,"6",2,1,293,"2",7,103.2,114.24,88.68,81.44,558.49234081513,11.92,12.04,22.72,24.48,24.84,18,9,9,9,4.52,6,88.827492632464,71.48,255.394139805833,19.64,113.041142548509,21,"DLB_2_M2_7"
"M2_1","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"4",1,"na",1,9.41,"25/03/22",6,5,"26/03/22",5,0,"4","3","19/04/22","13.69",2,"4",5,0,290,"2",1,139.76,135,118.04,114.08,900.688301363231,5.04,5.12,5.6,7,7.16,18,10,10,10,15.76,13,214.059382475715,82.84,381.301734452035,27.56,129.099031253443,31,"DLB_2_M2_1"
"M2_8","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"3",1,"na",0,8.68,"25/03/22",3,3,"26/03/22",1,1,"3","1","19/04/22","13.57",5,"4",7,NA,295,"2",8,133.56,146.48,111.12,207.52,795.321510851913,4.76,4.92,6.12,8.08,8.36,20,12,11,9,4.12,9,93.8327240708875,109,440.863033156355,16.64,94.5191812043498,40,"DLB_2_M2_8"
"M2_2","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"2",1,"na",3,9.31,"25/03/22",7,1,"26/03/22",4,1,"1","2","19/04/22","12.56",1,"4",3,0,12,"1",2,33.88,118.36,31.2,29.16,221.271033343096,30.68,30.68,31.48,31.8,32.72,16,23,22,3,0.24,2,2.58466566819633,26.52,120.440600937888,6.84,44.5403438529831,4,"DLB_1_M2_2"
"M2_3","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"6",1,"na",NA,8.7,"25/03/22",2,3,"26/03/22",2,3,"2","2","19/04/22","11.78",4,"4",6,3,291,"2",3,137.88,146.68,99.72,143.92,821.958342569391,9,9.56,10.04,12.4,12.64,22,10,11,11,8.2,11,87.7874094971969,104.96,367.578545502586,20.64,177.668061552713,30,"DLB_2_M2_3"
"M2_8","m","M","18/02/22","M2",0.130208333,0.130208333,0,0.505208333,"3",1,"na",0,8.68,"25/03/22",3,3,"26/03/22",1,1,"3","1","19/04/22","13.57",5,"4",7,NA,11,"1",8,110.64,150.12,107.88,105.88,545.476187789169,17.88,17.88,19,19.8,20.36,13,5,5,5,5.04,6,70.7565998476031,59.2,176.407377568023,35.16,168.161661061353,10,"DLB_1_M2_8"
"M3_6","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"3",1,"na",3,9.33,"18/04/22",4,7,"19/04/22",2,2,"2","1","15/05/22","14.04",2,"1",5,0,127,"1",6,67.88,101.44,58.84,59,413.642764887788,14.16,14.6,15.16,17.08,17.12,18,12,9,9,3.32,3,29.8413212788101,59.04,180.041797547262,11.6,88.6356734834147,4,"DLB_1_M3_6"
"M3_4","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"5",1,"na",1,7.81,"18/04/22",2,2,"19/04/22",4,0,"6","1","15/05/22","13.8",7,"1",7,0,124,"1",4,23.12,35.4,20.6,21.64,214.999376544724,2.96,3.12,3.48,5.36,5.68,12,7,7,3,4.4,3,43.5768501632333,16.28,68.5827876173023,4.56,52.522049595821,0,"DLB_1_M3_4"
"M3_5","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"4",1,"na",1,9.08,"18/04/22",7,4,"19/04/22",5,0,"5","2","15/05/22","15.27",5,"2",6,1,304,"2",5,139.64,145.92,131.52,131.6,621.318043384781,0.08,0.16,0.68,2.24,2.52,20,8,9,7,20.28,13,122.686078987808,63.08,209.000552612858,30.12,135.43321400268,5,"DLB_2_M3_5"
"M3_2","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"2",1,"na",3,8.92,"18/04/22",1,2,"19/04/22",7,0,"3","0","15/05/22","14.12",3,"0",4,1,126,"1",2,60.6,83.32,55.48,54.84,397.871430551903,1.8,1.88,2.24,3.04,3.36,15,8,8,6,2.76,3,41.6917385840356,43.2,133.752379819532,17.64,117.601515987572,1,"DLB_1_M3_2"
"M3_6","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"3",1,"na",3,9.33,"18/04/22",4,7,"19/04/22",2,2,"2","1","15/05/22","14.04",2,"1",5,0,305,"2",6,66.2,94.16,60.76,59.8,409.346149047116,6.2,0.04,0.88,2.16,2.24,19,11,11,8,3,4,53.2310954658741,43.04,179.066399098302,19.52,81.7739040725399,11,"DLB_2_M3_6"
"M3_5","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"4",1,"na",1,9.08,"18/04/22",7,4,"19/04/22",5,0,"5","2","15/05/22","15.27",5,"2",6,1,37,"1",5,49.24,57.04,46.08,45.48,294.496907465586,57.64,57.72,58.08,58.6,58.96,13,8,7,6,4.8,8,63.7581110710524,32,101.70774773411,7.52,48.8599787965192,0,"DLB_1_M3_5"
"M3_4","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"5",1,"na",1,7.81,"18/04/22",2,2,"19/04/22",4,0,"6","1","15/05/22","13.8",7,"1",7,0,296,"2",4,101.64,113.16,90.08,86.88,565.387526910522,15,15.08,15.76,17.84,17.96,20,12,12,9,3.84,5,75.4631713329978,77.32,259.016253426933,16.24,90.3287389318786,13,"DLB_2_M3_4"
"M3_7","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"1",1,"na",4,8.6,"18/04/22",3,5,"19/04/22",1,3,"1","0","15/05/22","13.92",6,"4",2,2,298,"2",7,129.64,133.92,120.16,118.68,716.112060159034,9,0.04,0.24,2.96,3.28,23,8,9,6,4.56,8,86.2927522771534,74.68,288.395504276674,35.2,166.141370168885,3,"DLB_2_M3_7"
"M3_3","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"7",1,"na",1,8.23,"18/04/22",5,6,"19/04/22",3,5,"4","2","15/05/22","13",1,"4",3,0,146,"1",3,82.4,86.72,79.92,77.84,426.867723791632,1.88,2,2.68,3.92,4.36,20,9,8,5,8.88,5,92.9704585086595,54.08,154.463338200483,13.96,92.3583654979723,2,"DLB_1_M3_3"
"M3_3","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"7",1,"na",1,8.23,"18/04/22",5,6,"19/04/22",3,5,"4","2","15/05/22","13",1,"4",3,0,303,"2",3,103.44,104.56,99.28,93.8,595.162109656452,13.24,13.36,14.56,15.52,15.64,22,14,14,8,2.76,6,79.2531552848423,69.56,240.290457769049,24.4,129.05137611171,7,"DLB_2_M3_3"
"M3_7","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"1",1,"na",4,8.6,"18/04/22",3,5,"19/04/22",1,3,"1","0","15/05/22","13.92",6,"4",2,2,125,"1",7,53.28,74.2,48.52,47.28,321.189021172929,7.12,7.24,8.16,9.88,10.2,13,7,8,6,3.84,4,35.3477355471605,40.52,137.205088882843,8.96,59.2294142746963,3,"DLB_1_M3_7"
"M3_1","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"6",1,"na",0,9.41,"18/04/22",6,4,"19/04/22",6,1,"7","0","15/05/22","15.05",4,"3",1,0,145,"1",1,87.72,104.96,85,86,539.607418144904,13.04,13.12,13.6,14.32,14.4,14,8,10,5,4.2,6,54.6343659861274,56.12,248.858776733822,24.12,116.832307641131,3,"DLB_1_M3_1"
"M3_2","m","M","14/03/22","M3",0.140625,0.140625,0,0.59375,"2",1,"na",3,8.92,"18/04/22",1,2,"19/04/22",7,0,"3","0","15/05/22","14.12",3,"0",4,1,68,"2",2,111.36,141.92,96.68,89.08,574.204941724962,2.6,2.76,3.32,4.44,4.76,31,12,12,14,3.12,6,82.9105563705645,97.72,313.302929903723,16.96,99.8290823768554,19,"DLB_2_M3_2"
